Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/2/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Lesotho,LSO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2127.904755,2127.888215,2408.259138,2613.025172,2773.212109,2775.993449,2707.52711,2939.065132,2864.535085,2844.597958,2841.508084,2919.599579,2847.457035,3515.179933,3805.376896,3205.6347,3462.210979,4097.087219,4707.06198,4703.986678,4446.568453,4355.448661,4428.820666,4400.622512,4528.958315,4536.213076,4640.595717,4572.847262,4860.840675,5032.78865,5220.56442,5459.945115,5709.528779,5780.349856,5997.360642,6073.112792,6294.689062,6415.863822,6418.400403,6378.021628,6582.598027,6807.21094,6876.450529,7230.90032,7398.758836,7692.892139,8043.19047,8444.718212,9012.913857,9193.191453,9724.774138,10353.3395,10913.32478,11040.41347,11301.94731,11526.72668,11801.56814,11441.26107,11517.74848
Late-demographic dividend,LTE,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4018.665995,4257.877346,4645.139976,5028.295924,5006.63857,5235.17052,5622.878238,6051.41114,6743.698739,7266.562987,7956.596032,8683.41648,9761.417407,10121.51971,8718.369852,9049.114514,9815.151538,10328.3724,10798.44886,11277.00032,11613.60972,12038.90893,12713.85704,13341.38682
Luxembourg,LUX,GDP per capita (constant LCU),NY.GDP.PCAP.KN,20450.83878,21041.42766,21067.66154,21566.95021,23004.29621,22576.91283,22662.85867,22637.39831,23524.4772,25744.0617,26771.80685,27224.99905,28671.44287,30713.64303,31592.75933,29195.98245,29788.1061,30203.21537,31377.63358,32038.49158,32193.09213,31921.48949,32256.12065,33211.46758,35230.01082,36143.61178,39574.20939,40872.03264,44010.63944,47855.10607,49774.0055,53356.9416,53610.96194,55118.0834,56450.08351,56459.8495,56469.863,58950.53522,61741.11373,66078.85011,70568.7096,71499.23787,73456.50922,73751.62855,75337.22918,76547.04208,79237.01488,84541.13706,81980.78175,76968.9905,79253.52449,79479.61694,77320.08528,78314.58149,79776.93194,80967.44932,81151.86233,80427.07299,80973.4651
Latvia,LVA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3896.471349,3881.329837,4017.893784,4422.325905,4755.368319,4919.791908,5236.027539,5646.802329,6118.572938,6698.836734,7336.854133,8209.916567,9270.673746,10279.37555,10019.44683,8719.252135,8551.804839,9264.658745,9758.749242,10103.50697,10388.62975,10785.2798,11108.99003,11727.5281,12387.06605
"Macao SAR, China",MAC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,186758.9326,197780.2561,205845.1445,198879.7297,203514.3154,223103.3811,231085.534,233939.2337,244505.6543,246415.7047,272495.1768,280519.3963,286568.4837,290088.7908,283102.8057,276699.7548,258722.8038,247328.4048,255796.1766,257079.7693,273289.3514,297617.1591,368098.1855,388491.0263,430460.572,482191.6668,488175.3904,484137.538,593132.1637,705153.2954,752254.72,817190.65,789816.4715,607043.8559,591277.2748,638497.5546,658979.2222
St. Martin (French part),MAF,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,6492.82522,6970.256472,7480.609295,7923.514778,8116.191649,8390.114373,8418.755262,8540.895788,8830.854065,9292.218193,10064.18861,10424.94269,10403.28852,10638.76912,10759.50378,10315.88315,10968.22277,10855.52716,11285.64219,11699.06149,12514.75945,12224.13299,13412.7564,13536.55191,13741.62527,14467.25971,13913.53826,13574.3088,14766.95461,13754.38459,15233.86769,14792.8837,15659.1232,15631.09313,15735.38723,16683.63266,16999.56767,17800.38547,18435.56888,18819.84197,20009.63845,20474.68719,21430.26043,22065.5311,22614.0021,23481.32227,23852.44747,24582.41436,24884.65356,25656.85208,25600.02323,26300.66899,26734.26984
Monaco,MCO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,64710.65729,67413.43443,69579.05499,72962.0457,75008.33846,73211.67399,75465.16804,77283.67706,79482.98101,81334.89785,81620.33677,81108.56474,81683.06723,81276.45519,81288.15591,81753.77611,83155.88894,84850.89489,88567.625,92016.02302,94021.70927,94386.19607,94897.63603,93153.86453,94313.64876,95429.33325,95620.75173,96869.30946,99385.96463,101737.7183,104719.4762,105945.9563,105937.2462,105968.4885,107461.6627,108388.7362,113515.6479,128634.323,128286.3042,112624.198,113692.0139,120341.9942,120074.0538,129993.7671,137755.2114,143045.7606,146277.9091,139974.2655,
Moldova,MDA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16135.96095,15218.0803,15526.04845,14516.16789,14049.2692,14374.59034,15285.58483,16516.06402,17655.77201,19009.2794,20484.75568,21527.77161,22225.05109,24004.25258,22592.49975,24220.74314,25644.76995,25496.87868,27810.22781,29218.44416,29138.37137,30441.49851,31894.21135,33200.97128
Madagascar,MDG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,49230.53077,49044.60442,48950.18841,47312.40418,47973.08834,46563.6856,46325.5528,47639.6293,49579.0694,50078.91106,51323.29081,51907.02858,49853.85877,47216.18641,46831.75382,46101.72837,43437.04025,43214.6424,40878.3327,43637.14882,42742.86002,37501.13161,35774.403,35071.09264,34660.26843,34076.24896,33775.154,33224.2422,33399.41692,33786.12997,33852.36241,30802.38433,30259.37729,29981.93422,29063.74483,28664.45657,28380.52075,28515.67724,28714.5309,29120.80588,29569.93884,30396.78169,25746.07741,27424.46034,28016.77373,28453.33768,29022.15006,29955.49445,31187.44991,29102.22155,28375.19928,28003.67569,28073.38382,27938.09895,28095.29167,28200.79632,28600.3304,29043.26379,29745.1712
Maldives,MDV,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78858.98426,83400.94103,88808.50623,93824.00812,97771.03869,99397.65031,93174.07983,97269.19194,107537.7325,110882.4346,93810.17684,115459.1086,121515.0417,129832.6066,117057.3583,121326.6008,126610.3423,124327.1445,127488.3619,130723.621,128611.0491,132008.5604,135193.6147,138012.9572
Middle East & North Africa,MEA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,GDP per capita (constant LCU),NY.GDP.PCAP.KN,55216.81185,56200.80496,57023.32742,59762.2974,64830.9742,67305.22741,69218.48055,71029.67971,75354.71743,75569.55992,78063.51704,78585.08513,82542.33823,86447.67886,88850.59553,91367.81053,92858.09546,93520.95147,99330.23182,106279.0238,113286.6331,120028.9218,116629.4842,110007.879,111245.7339,111239.5165,105569.8038,105217.3908,104472.0452,106674.6221,110091.824,112626.145,114521.7724,114702.6314,118326.156,109059.1564,114591.122,120542.4847,124859.7956,126417.8425,130767.8626,128423.3209,126621.6287,126713.1284,129874.4093,131003.6878,134913.4121,135969.2014,135482.9307,126440.5736,131014.1686,133932.0649,136941.7128,136982.0413,139035.6609,141835.7378,144233.6557,145515.2354,146754.6889
Marshall Islands,MHL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,1980.628978,1986.917907,2192.364356,2173.222639,1942.850807,2306.66733,2405.297228,2480.314407,2345.920995,2334.767617,2282.121312,2403.326226,2517.71588,2645.315145,2848.851497,2551.493084,2390.959366,2327.291683,2268.48462,2386.49538,2481.778227,2500.59767,2453.964008,2410.870842,2446.045821,2458.54179,2535.444506,2488.279275,2444.264889,2596.654011,2620.312749,2702.029374,2768.521901,2735.985239,2713.671895,2751.33801,2834.527541,2887.733467
Middle income,MIC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153653.7541,144383.7705,135219.6564,125411.7804,123351.3833,121881.0828,122941.7204,124078.7054,127476.721,132197.3984,137503.1391,132762.103,134344.8867,137030.0172,143182.8523,149711.713,157184.3959,167173.7453,176160.5524,175382.3877,181124.0517,185205.9868,184202.4068,189426.4491,196140.5831,203550.8587,209206.3179,209583.4958,215068.6668
Mali,MLI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,118758.7417,121572.6557,120178.3644,125674.7145,126867.017,132032.8528,127850.3554,123678.4372,135629.6956,151433.4407,158275.2885,153246.26,166129.5812,155945.3204,155134.2907,140694.1317,140284.6512,137160.8758,162099.4502,163931.9833,161483.4089,171096.9468,175550.4867,168058.4634,183760.7147,173529.5644,174367.9876,176157.1785,173128.6822,180598.0218,184502.935,193373.5373,198974.6401,193340.0363,216633.5448,216723.8698,229267.5294,225570.7042,232665.8455,235621.9975,235849.6449,239016.7428,242172.6928,247345.1879,247702.2911,238484.6599,237002.0749,246438.7401,253577.4668,260420.2691,266373.1228,271145.6678
Malta,MLT,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,2825.820254,2894.687479,3066.221194,3195.99272,3519.131048,4176.68972,4862.633841,5433.851516,5977.783366,6538.289792,6926.209793,7103.164442,7111.250453,6968.7826,7032.986179,7089.169332,7242.564473,7488.526641,8052.244728,8626.475385,9079.934495,9391.469444,9731.107291,10066.09446,10535.93892,11126.34261,11471.06382,11983.06439,12515.65975,13028.92295,13821.53212,13801.56121,14107.67004,14371.69767,14338.79602,14786.76882,15002.41791,15546.1689,15962.22571,15452.25552,15921.28499,16065.94726,16349.31437,16853.2766,17929.66773,19373.27705,20015.10025,20780.2494,21430.72405
Myanmar,MMR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,123121.2238,121058.1987,123307.4339,136752.1765,125872.9317,136221.6045,126664.6052,116410.8146,127414.5748,128542.3199,131809.3341,134083.0882,134193.7881,129858.0788,133685.0951,136086.1554,141118.7324,146192.6424,152287.8853,156703.2453,165471.5522,172203.9846,177997.5377,181956.2974,187087.9692,188694.926,183219.4074,172729.7545,150518.1965,153605.7219,155625.809,152564.829,165285.8587,173272.6592,184111.8109,194579.9389,204550.7225,213351.1976,222974.929,244327.2515,274708.299,302597.6647,335596.5135,378511.7208,426177.1419,480193.7686,539117.2146,599866.3621,657302.4079,722010.0122,786089.3652,823698.159,876821.9998,942658.5929,1009644.912,1072047.206,1127097.253,1195669.4,1262098.451
Middle East & North Africa (excluding high income),MNA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2913.077889,3065.162327,2784.64878,2875.960658,2895.916126,2939.249756,3000.221962,3127.466076,3253.396683,3527.70863,3762.748772,4027.370257,3785.849935,3882.247654,4003.376667,3891.058345,4025.222027,4093.046107,4229.44376,4353.176829,4557.980182,4779.459785
Mongolia,MNG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,1955020.03,2065385.48,2131343.413,2200036.408,2264258.075,2408326.668,2421733.81,2476771.043,2518435.628,2390085.063,2149072.256,1927910.602,1850576.75,1875742.594,1980117.273,2008166.248,2069298.505,2120319.817,2166511.445,2171969.718,2215612.93,2297984.67,2433560.41,2662340.659,2821513.535,3024108.03,3289077.43,3529996.097,3430601.791,3587118.184,4130715.914,4550363.293,4979779.669,5265885.951,5286326.018,5246741.285,5423023.446,5696624.363
Northern Mariana Islands,MNP,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25145.49812,25454.29444,24962.44279,22072.08801,20793.81554,19630.92414,17647.59725,14669.7913,14933.94601,13774.71673,13772.53227,13982.18458,14374.83049,14736.46468,18758.45376,23319.54316,
Mozambique,MOZ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,6122.057465,6275.514283,5709.866057,4716.706453,4341.59119,4340.941449,4226.474307,4856.186281,5266.06558,5587.36565,5564.440431,5687.868674,5203.702622,5437.418107,5549.448931,5477.47774,6740.207984,7271.992897,7932.780289,8339.955039,8256.001975,9045.798931,9556.887326,9879.637087,10341.37014,10923.16144,11665.54024,12188.82993,12674.17146,13115.31724,13613.67487,14187.19257,14795.41894,15419.13269,16109.73386,16692.04029,16829.82642,16959.6105,17010.43688
Mauritania,MRT,GDP per capita (constant LCU),NY.GDP.PCAP.KN,12463.72805,13984.9579,13678.74887,13016.92381,16133.88276,18184.35564,17684.81965,17769.27429,18996.42095,18660.3463,20276.76677,20040.65149,19309.2368,17884.65926,19474.52695,17936.70626,18904.71279,18013.47362,17405.83639,17713.51644,17782.32374,17864.18582,16942.5547,17071.61359,16054.20012,16077.10364,16534.53391,16399.80316,16244.0774,16578.17236,15864.69496,15734.07833,15619.5016,16116.56321,15228.56742,16303.90762,16821.66326,15738.92057,15770.10964,16552.95452,16051.62916,15936.72291,15605.56337,16080.93105,16530.18213,17506.87873,20223.71204,20205.25619,19842.7717,19073.71288,19407.81213,19730.94556,20266.67013,20876.12439,21405.06084,21085.68863,20901.81655,20936.43725,21095.37558
Mauritius,MUS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,64378.30347,67486.37944,69161.88281,70358.72343,62221.78974,64912.74517,67649.01231,67286.97501,69715.51157,73956.91705,80543.69529,87051.1961,92325.3836,95711.96253,101862.3597,105238.2477,110626.9137,114879.0008,117967.3257,121972.0527,127477.179,133051.0131,139653.6954,141489.7905,151598.8342,155440.7471,156858.2271,164954.7319,171021.4523,173033.8602,180608.5677,190084.1907,199600.83,205670.8917,214163.4518,222539.3871,229681.7876,236877.378,245302.8796,253682.4847,263237.6802,273031.6162,283180.8254
Malawi,MWI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,35884.63734,37721.49133,37070.62023,35673.42752,35728.47521,39591.09847,43716.06524,45713.18902,43689.53137,45070.5112,44115.96075,49940.52824,51667.38939,51457.05664,53656.73283,55340.01081,56420.35234,57411.36608,61094.52446,61905.0822,60417.15575,55775.90618,55834.77489,56433.32644,57523.08359,57639.35187,54528.69666,52183.36972,50752.15106,48947.30403,49924.11768,53175.1998,48840.30583,53439.44232,47793.11345,55228.86128,58214.96618,58997.53882,59626.02879,59730.66221,59069.72942,54740.3157,54332.25173,56060.99836,57650.58025,58006.7283,59105.15613,62991.95967,65897.44515,69363.03445,72033.25646,73396.9808,72673.60619,74313.09682,76377.71498,76379.28456,76183.84091,77146.34646,77764.61248
Malaysia,MYS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4361.277971,4546.883168,4686.021615,4872.165559,4977.9124,5207.004772,5462.90506,5528.906347,5824.109667,5963.236176,6171.21385,6631.920207,7086.811976,7732.795024,8179.578971,8047.769273,8757.668289,9199.362899,9562.860016,10194.94182,10685.26702,11155.42322,11543.05956,11976.57244,12589.40474,12135.51896,11945.44673,12201.90338,13020.10463,13789.37725,14614.02387,15585.33736,16539.02608,17725.717,18881.27577,20220.81268,21682.52209,22681.92626,20488.30766,21221.24045,22570.38139,22194.55196,22908.64228,23753.4964,24869.56689,25685.85942,26591.10188,27717.62192,28506.7647,27570.15025,29120.56795,30188.17348,31383.51486,32409.79159,33899.08426,35149.13071,36139.54973,37753.67121,39005.87356
North America,NAC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,30904.84742,30534.92061,29748.37844,28521.27878,27703.44608,26998.8288,27332.82689,27273.24974,26471.7985,26001.34226,25665.33473,26943.43966,28108.10682,26985.59168,26819.12312,27247.8423,27517.10465,28093.07675,28454.61814,28876.04695,29373.01377,29244.77565,30184.23719,31001.95209,34283.44947,34596.104,36423.09826,37707.24535,38007.82742,37430.65125,38982.54238,40248.73861,41552.27225,43124.40468,45058.1933,46944.20507,46603.04491,45341.72481,44463.0206
New Caledonia,NCL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,844001.3931,785481.2899,802165.5637,888939.4428,984139.1458,1197128.485,1195523.55,1181979.358,1025101.426,1133253.014,1193245.36,1207025.542,1211869.304,1316116.592,1128914.382,1111954.53,1015269.447,1017872.699,977390.55,975628.4683,1001048.822,972773.214,1008041.269,1330706.878,1448339.101,1465350.873,1498032.597,1468662.274,1438855.071,1437281.605,1488607.824,1466937.232,1467748.639,1394053.893,1380146.705,1382591.536,,,,,,,,,,,,,,,,,,
Niger,NER,GDP per capita (constant LCU),NY.GDP.PCAP.KN,248298.2629,252322.55,270355.8181,287376.0579,279518.1552,290360.8295,281074.8645,273501.0402,266866.0434,245209.9401,245715.9047,252541.1841,232952.6915,187960.682,198831.1594,187904.2471,183854.6122,192498.9534,212192.8379,220867.7473,209798.8594,205093.713,202514.499,187423.7126,151465.4805,158522.1978,163799.0822,159222.9435,165258.6972,161832.2364,154850.6958,153708.4398,139028.5788,136371.3205,137067.2942,135867.491,135703.9481,134624.2328,143474.5378,137643.8669,130893.8401,135184.7035,134228.9804,136224.8866,131396.0226,132284.3931,134816.3115,133931.5329,141330.1059,135077.532,140855.5863,138593.4633,149089.2118,150929.9233,156086.0626,156655.3668,158148.1076,159639.0293,161609.0369
Nigeria,NGA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,205544.8902,201803.194,205766.8656,218752.9785,224745.0701,230733.763,216224.5021,178269.8093,172214.7264,209153.0599,255547.9824,285232.5202,287949.3786,296163.7086,320877.0586,295958.7582,313580.8963,322667.1456,294987.1802,305706.6418,309612.5691,261776.2853,237705.6455,206439.8895,199039.1524,205475.2135,200317.9058,201371.2748,210527.5223,209035.2022,227703.4625,222774.8914,227287.9153,217157.5155,207965.6384,202704.0046,206017.3658,206855.513,206973.8338,203050.1683,207962.2402,214805.3796,241564.697,252816.2642,269223.0277,279242.4964,288530.7083,299558.5546,311458.5603,327648.0492,344549.9221,353250.924,358453.8419,372267.6872,385349.0376,385236.148,369177.9075,362573.9542,360160.7378
Nicaragua,NIC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,22418.98507,23353.78225,25106.22606,26993.07875,29245.5427,31072.63449,31140.91749,32320.99908,31781.28176,32756.17896,32203.11894,32264.13417,31983.51676,33004.00396,36542.56305,35375.89519,36085.94868,37920.14623,33898.76605,24187.67548,24573.91939,25162.77855,24271.26935,24714.36983,23704.50806,22180.6399,21445.10782,20822.29282,17838.20185,17152.81986,16772.1534,16371.14699,16069.35758,15654.75981,15834.81825,16435.05121,17148.22711,17510.53494,17853.57282,18801.93541,19270.93584,19548.20073,19416.48026,19632.12357,20394.39833,20979.35188,21552.92315,22337.94313,22789.95527,21739.99357,22392.65043,23488.61935,24682.11665,25556.78293,26429.80914,27338.10166,28219.48852,29164.69602,27701.9057
Netherlands,NLD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,12348.41289,12223.0768,12874.85243,13162.81542,14062.63445,15069.7978,15282.11172,15907.72685,16753.48845,17625.36294,18513.40715,19084.33442,19559.96246,20454.9186,20993.14178,20807.26469,21564.55434,21977.00579,22431.12391,22725.51118,22848.93982,22514.89907,22133.81408,22506.46311,23103.65047,23589.50519,24112.75143,24422.9656,25100.71351,26053.42852,26957.03373,27397.79598,27655.33937,27808.619,28459.94361,29202.17137,30084.74959,31225.97897,32481.42037,33890.26118,35060.6743,35606.72964,35457.05042,35345.08071,35921.62545,36572.77645,37777.83111,39117.94659,39811.64727,38155.06928,38469.56623,38884.50983,38341.71343,38179.07607,38583.43115,39165.37199,39811.33256,40728.69904,41544.77663
Norway,NOR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,140125.2996,147737.5969,150679.4151,155204.7087,161753.4064,168984.3788,173988.3468,183333.1141,185906.8904,192704.8396,195027.6074,204650.2083,213916.9724,222055.0134,229339.1647,239371.403,252130.8002,261513.4119,270597.4689,281469.1495,293373.2365,297038.3114,296645.8289,307411.4854,325098.6642,342126.3204,354688.7874,359222.5372,356383.0179,358599.9026,364273.8134,373725.4093,384856.1262,393457.5259,411001.7178,425858.0401,445008.7685,465992.2301,475383.0821,481644.5811,493866.8211,501620.6947,506095.8385,507764.166,524756.6129,534874.6871,543292.1271,553750.1047,549520.5145,533457.9549,530498.1212,528750.6408,536054.0649,535142.6451,539592.7141,544774.9425,546408.3948,552747.2045,556797.2229
Nepal,NPL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,10279.88929,10310.54417,10340.44523,10366.0352,10961.47041,10643.10621,11188.90308,10809.47007,10675.26289,10934.33273,10993.09267,10641.91435,10747.6973,10472.54558,10899.18477,10819.71221,11049.36219,11131.94395,11363.89579,11372.09536,10857.20766,11494.37029,11654.10193,11046.43618,11838.7545,12282.3577,12559.02129,12493.67323,13158.82048,13412.76511,13692.63732,14189.31559,14377.23162,14528.75086,15310.76173,15448.87223,15893.20617,16330.0948,16477.5018,16873.75092,17597.21064,18134.33373,17878.1715,18320.25617,18922.75426,19333.79945,19737.29464,20166.26046,21169.45948,21950.4987,22897.27708,23656.06532,24834.47303,25928.98571,27493.08331,28292.97867,28202.61477,30029.08656,31394.27168
Nauru,NRU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2645.336314,3538.226671,3826.05896,4315.862069,4795.227205,5164.889581,6584.844284,8207.179617,8016.953908,8461.391678,8931.345138,8737.405542
New Zealand,NZL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,27857.99067,28483.87149,29417.16383,31097.10302,32280.67642,31110.5174,31122.88168,29804.83443,29889.79377,30664.93625,31019.80674,32339.40955,32317.42486,32993.90835,34277.66422,34616.68313,35438.2465,35475.2577,35252.68198,35140.4398,34870.78488,32859.19791,32874.66571,34579.35348,35869.29202,37017.06838,37755.1966,38024.50409,37987.0828,39849.65685,40766.38769,41932.89264,43139.5299,44226.52217,45331.80908,46311.74489,47051.77866,48019.66833,47133.47603,46564.89555,46758.91236,47486.89713,48278.53926,49142.85554,50204.75719,51031.28261,51792.9677,52291.29821,52737.8657
OECD members,OED,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,903.752746,925.6234803,1496.345934,2643.652322,3221.979681,3552.456238,3464.161887,3670.195523,3027.758598,3235.721717,3843.28919,4405.979496,4221.113434,3848.739203,3798.279987,3809.378652,4216.910252,4451.251249,4922.322967,5463.980169,5949.346711,5824.481339,5420.346782,5544.257468,5971.732286,5730.261384,5816.392504,6021.191564,6111.329161,6122.693432,6265.727084,6363.114277,6707.722684,6878.536626,6860.689856,7189.591763,7423.52161,7216.370332,6872.740622,6792.592323,6779.529406,6951.329803,7052.083467,7370.146381,7480.149059,7413.608186,6858.584827,6969.353313,6758.650182,6492.006972,6417.240872,6418.172431,6104.157023,6022.771589
Other small states,OSS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,GDP per capita (constant LCU),NY.GDP.PCAP.KN,15692.16061,16243.02294,16563.55226,17560.57284,18417.75926,19821.40299,20430.49825,20973.76915,21900.27996,22495.99505,24384.88464,23845.99195,23394.71906,24365.65225,24526.04073,24827.98074,25342.96064,25554.94145,26767.10209,26904.26507,28705.55774,29970.89494,30877.34291,31879.67098,32395.23794,33728.90716,34454.45379,35531.79206,37070.50966,37746.35548,38281.00621,39082.00248,40936.07588,40525.86835,40896.2153,41741.73474,42537.07544,41752.81645,41615.48182,41961.93171,42606.51902,42369.26328,42691.01347,43723.89221,45875.54514,48271.61619,50091.62547,51327.86643,51033.08912,51319.14967,51010.56883,51293.07099,51974.7455,53130.28816,54462.46438,55860.74108,57732.06699,59769.97151,61733.19109
Panama,PAN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1821.530193,1961.498179,2060.824169,2171.001775,2200.712931,2332.229687,2436.461765,2568.980978,2669.988658,2813.379642,2924.389427,3115.760965,3167.950036,3246.192325,3235.939943,3205.335677,3174.568742,3128.237383,3349.59705,3415.844899,3770.670591,4021.31681,4138.775081,3863.274842,3879.34195,3981.406308,4033.843618,3875.844884,3285.984428,3267.143416,3458.109655,3705.590226,3927.270867,4057.072917,4087.924218,4075.189074,4155.558309,4334.724675,4559.649022,4644.362102,4677.385748,4613.927056,4627.600797,4732.263151,4994.368035,5255.689224,5606.976277,6166.180721,6653.437315,6617.551335,6881.184137,7527.864016,8123.429968,8537.462615,8818.565022,9166.289319,9458.053572,9792.291803,9981.964977
Peru,PER,GDP per capita (constant LCU),NY.GDP.PCAP.KN,6887.828329,7187.492222,7685.963191,7791.869684,8067.907465,8282.789954,8716.325467,8802.863094,8574.937776,8634.024122,8681.336431,8832.737669,8892.09301,9195.568234,9790.002101,9941.16985,9821.529365,9601.360436,9109.443511,9243.873861,9550.930298,9835.815097,9579.020119,8379.845194,8480.546276,8456.990972,9044.860444,9703.506544,8595.379129,7376.449354,6863.713833,6875.561719,6706.066117,6924.645116,7632.421533,8047.02714,8120.321127,8489.484373,8308.889424,8297.207183,8397.863578,8342.759891,8699.799948,8972.342987,9331.306561,9831.679265,10483.14757,11283.39439,12214.34522,12249.40875,13162.6461,13882.29857,14613.55265,15329.99259,15530.12378,15835.58834,16219.66892,16354.18976,16714.83075
